"","id_student","code_presentation","dataplus","forumng","glossary","homepage","oucollaborate","oucontent","resource","subpage","url","binary_label","code_module","gender","region","highest_education","imd_band","age_band","num_of_prev_attempts","studied_credits","disability"
"63",142326,"2013J",4.5,2.937984496,0,5.284210526,0,3.706349206,1.076923077,1.868131868,2.212765957,"Don't Monitor","AAA","F","North Region","A Level or Equivalent","50-60%","35-55",0,60,"N"
"64",144801,"2013J",1,3.099259259,1,5.285,1,4.630484988,1.06,1.85,1.412371134,"Don't Monitor","AAA","F","South Region","HE Qualification","80-90%","35-55",0,60,"N"
"65",145130,"2013J",0,2.882352941,0,2.848484848,0,3.417721519,1.25,2.416666667,0,"Don't Monitor","AAA","M","South West Region","HE Qualification","60-70%","0-35",0,120,"N"
"66",1456619,"2013J",0,4.145833333,0,3.909090909,1,4.161290323,1.1,1.7,1.25," Monitor","AAA","M","South West Region","A Level or Equivalent","90-100%","35-55",0,60,"N"
"67",1456619,"2014J",0,2.869565217,4,3.290322581,0,5.578313253,1,1.620689655,1.25," Monitor","AAA","M","South West Region","A Level or Equivalent","90-100%","35-55",1,60,"N"
"68",146188,"2013J",0,1.894736842,0,4.580645161,2,4.077922078,1.083333333,1.75,1," Monitor","AAA","F","West Midlands Region","A Level or Equivalent","20-30%","0-35",0,60,"Y"
"69",146503,"2014J",0,2.047619048,1,1.741935484,0,2.133333333,1,1.458333333,1.25,"Don't Monitor","AAA","M","East Anglian Region","Lower Than A Level","30-40%","35-55",0,120,"Y"
"70",1465690,"2013J",3.5,2.562770563,1,5.042424242,1,5.410138249,1.064516129,1.835820896,2,"Don't Monitor","AAA","M","West Midlands Region","HE Qualification","40-50%","35-55",0,120,"N"
"71",1471214,"2014J",5,4.951219512,0,2.696969697,0,5.713235294,1,1.461538462,1.846153846,"Don't Monitor","AAA","M","East Midlands Region","A Level or Equivalent","60-70%","35-55",0,60,"N"
"72",1472925,"2013J",2,3.343283582,3,5.170212766,0,5.757575758,1.142857143,1.966666667,1.818181818," Monitor","AAA","F","East Anglian Region","Lower Than A Level","40-50%","35-55",0,60,"Y"
"73",1472925,"2014J",0,5.058823529,0,3,0,5.282608696,1.111111111,2.307692308,2.444444444,"Don't Monitor","AAA","F","East Anglian Region","Lower Than A Level","40-50%","35-55",1,60,"Y"
"74",147756,"2013J",0,4.3,0,2.561643836,0,3.086956522,1.111111111,1.3,1.25," Monitor","AAA","M","North Region","Lower Than A Level","60-70%","0-35",0,120,"N"
"75",147756,"2014J",1,2.795454545,5.333333333,2.35,0,3.94047619,1.263157895,1.487804878,0,"Don't Monitor","AAA","M","North Region","Lower Than A Level","60-70%","0-35",1,120,"N"
"76",147793,"2013J",0,4.307692308,0,3.888888889,0,5,1,2,0," Monitor","AAA","F","North Region","Lower Than A Level","80-90%","0-35",0,90,"N"
"77",1484804,"2014J",0,1.785714286,0,3.195266272,0,3.93989071,1.166666667,1.662337662,1.266666667,"Don't Monitor","AAA","F","West Midlands Region","A Level or Equivalent","40-50%","35-55",0,60,"N"
"78",1488959,"2013J",2.333333333,4.798850575,0,4.086330935,2,6.25083612,1.272727273,2.350877193,1.72972973,"Don't Monitor","AAA","M","London Region","A Level or Equivalent","70-80%","35-55",0,60,"N"
"79",148993,"2013J",3,2.996587031,1,3.79245283,0,4.773584906,1.142857143,1.709677419,1.444444444," Monitor","AAA","F","North Western Region","A Level or Equivalent","30-40%","35-55",0,60,"Y"
"80",148993,"2014J",0,2.506637168,0,3.298611111,0,3.736111111,1.0625,1.75,1.2,"Don't Monitor","AAA","F","North Western Region","A Level or Equivalent","30-40%","35-55",1,60,"Y"
"81",149741,"2014J",2,4,3,4.145833333,2.5,5.076233184,1.125,2.098360656,1.888888889,"Don't Monitor","AAA","F","Scotland","A Level or Equivalent","20-30%","35-55",0,60,"N"
"82",149962,"2014J",0,2.16,0,1.3125,0,3.176470588,1,1.111111111,1,"Don't Monitor","AAA","M","West Midlands Region","A Level or Equivalent","60-70%","0-35",0,60,"N"
"83",1511033,"2014J",3,0,0,4.638888889,0,3.563218391,1.111111111,3.162162162,2.666666667,"Don't Monitor","AAA","M","Wales","A Level or Equivalent","50-60%","35-55",0,60,"N"
"84",151358,"2013J",0,1.5,0,1.789473684,0,4.692307692,1,1.857142857,2.5,"Don't Monitor","AAA","F","London Region","A Level or Equivalent","80-90%","0-35",0,150,"N"
"85",151587,"2014J",0,2,0,3.368421053,1,2.21875,1,1.272727273,0," Monitor","AAA","F","Wales","A Level or Equivalent","0-10%","0-35",0,120,"N"
"86",1518989,"2013J",3,3.232044199,0,4.563909774,1,5.573770492,1.083333333,1.644736842,1.68,"Don't Monitor","AAA","F","South East Region","Lower Than A Level","80-90%","35-55",0,60,"N"
"87",152668,"2014J",0,2.365853659,0,4.823529412,0,3.807692308,1,1.75,2," Monitor","AAA","F","South Region","Lower Than A Level","90-100%","0-35",0,60,"N"
"88",155550,"2013J",0,2.609756098,0,4.135802469,0,5.316129032,1.333333333,2.064102564,1.75,"Don't Monitor","AAA","M","London Region","A Level or Equivalent","0-10%","35-55",0,420,"N"
"89",155854,"2013J",5,2.550458716,0,5.045,1,5.559556787,1.578947368,1.853658537,1,"Don't Monitor","AAA","F","East Midlands Region","A Level or Equivalent","20-30%","35-55",0,60,"N"
"90",155984,"2013J",1,4.038461538,0,4.475,1,5.420289855,1.583333333,1.888888889,1.583333333," Monitor","AAA","F","East Anglian Region","Lower Than A Level","70-80%","0-35",0,60,"N"
"91",155984,"2014J",3,2.3,0,4.412371134,0,3.489878543,1,1.833333333,1.975,"Don't Monitor","AAA","F","East Anglian Region","Lower Than A Level","70-80%","0-35",1,120,"N"
"92",157568,"2013J",4,2,0,3.298850575,1,5.365853659,1,1.796875,1.688888889,"Don't Monitor","AAA","F","South West Region","A Level or Equivalent","90-100%","0-35",0,60,"N"
"93",1576513,"2014J",3.4,5.776392962,0,15.16783217,1,5.459051724,2.505882353,2.258426966,2.700854701,"Don't Monitor","AAA","F","East Midlands Region","A Level or Equivalent","60-70%","35-55",0,60,"N"
"94",158707,"2014J",3,5.684895833,3,10.10204082,0,4.625,1.142857143,2.25,2.5," Monitor","AAA","F","South East Region","A Level or Equivalent","80-90%","0-35",0,60,"N"
"95",159954,"2013J",0,2.367647059,1,4.063492063,1,5.81981982,1,1.595744681,1.666666667," Monitor","AAA","M","East Midlands Region","A Level or Equivalent","40-50%","35-55",0,60,"N"
"96",159954,"2014J",0,1.608695652,1,2.882352941,0,3.833333333,1.185185185,1.304347826,1," Monitor","AAA","M","East Midlands Region","A Level or Equivalent","40-50%","35-55",1,60,"N"
"97",1609002,"2014J",3,1.475,0,2.941747573,3,3.522580645,2.555555556,1.594594595,1.380952381,"Don't Monitor","AAA","F","East Midlands Region","A Level or Equivalent","70-80%","35-55",0,60,"N"
"98",1618738,"2013J",0,7.375,1,5.111111111,0,6.02739726,1.0625,2.454545455,1,"Don't Monitor","AAA","M","London Region","Lower Than A Level","90-100%","35-55",0,60,"N"
"99",1620151,"2013J",2,2.298245614,8,4.613636364,2.4,7.613333333,1.1,2.590909091,1," Monitor","AAA","M","South Region","HE Qualification","90-100%","35-55",0,60,"N"
"100",1626710,"2013J",4.6,3.038335159,2,5.061032864,0,5.894160584,1.625,2.127819549,1.848837209,"Don't Monitor","AAA","M","North Western Region","A Level or Equivalent","60-70%","35-55",0,60,"N"
"101",1629771,"2014J",1,1.918367347,1,2.6,0,3.412698413,1.25,1.264705882,1,"Don't Monitor","AAA","M","South East Region","A Level or Equivalent","60-70%","35-55",0,60,"N"
"102",1640609,"2013J",4,3.076023392,3,4.814977974,0,5.158139535,1.090909091,1.824324324,1.479166667,"Don't Monitor","AAA","M","West Midlands Region","A Level or Equivalent","30-40%","35-55",0,60,"N"
"103",164259,"2013J",0,2.208333333,0,2.352941176,0,2.483870968,1.142857143,1.423728814,1.409090909,"Don't Monitor","AAA","M","Scotland","A Level or Equivalent","70-80%","0-35",0,60,"N"
"104",164944,"2014J",0,2.412587413,1,2.289256198,0,2.684210526,1,1.50877193,1.611111111,"Don't Monitor","AAA","F","East Anglian Region","A Level or Equivalent","40-50%","0-35",0,60,"Y"
"105",165226,"2014J",0,3.944444444,0,6.633333333,1,6.389473684,1.222222222,2.777777778,1.368421053," Monitor","AAA","F","Wales","A Level or Equivalent","30-40%","0-35",0,60,"N"
"106",1676594,"2014J",0,1.5,0,4.571428571,0,8.076923077,1.25,2.5,0," Monitor","AAA","M","London Region","HE Qualification","80-90%","55<=",0,60,"N"
"107",167906,"2013J",1,2.028776978,0,4.346938776,0,3.64375,1,1.865671642,2.048780488,"Don't Monitor","AAA","F","Yorkshire Region","A Level or Equivalent","40-50%","35-55",0,60,"N"
"108",167961,"2014J",3,2.963414634,5,3.540983607,1.125,4.682352941,1.5,1.530120482,1.942307692,"Don't Monitor","AAA","M","South West Region","HE Qualification","70-80%","55<=",0,60,"N"
"109",1686521,"2013J",0,2.075,0,6.137931034,0,4.730769231,1.3,1.804347826,1.666666667," Monitor","AAA","F","North Western Region","Lower Than A Level","50-60%","35-55",0,60,"N"
"110",1686551,"2014J",0,1.614285714,0,3.188679245,1.5,4.333333333,1.214285714,1.705882353,1.285714286," Monitor","AAA","F","Scotland","A Level or Equivalent","40-50%","35-55",0,60,"N"
"111",168936,"2013J",6,1.929577465,0,3.19047619,0,4.238095238,1,1.225806452,1.214285714,"Don't Monitor","AAA","F","West Midlands Region","Lower Than A Level","10-20","35-55",0,60,"N"
"112",1689639,"2014J",0,3.10701107,9,4.710843373,0,3.763779528,1.6,2.145833333,2.217391304," Monitor","AAA","F","South East Region","Lower Than A Level","60-70%","35-55",0,60,"N"
"113",1715896,"2014J",3.666666667,3.509988249,1,6.386934673,1,3.551020408,1.380952381,1.907407407,1.384615385,"Don't Monitor","AAA","M","South Region","A Level or Equivalent","80-90%","35-55",0,60,"N"
"114",172112,"2013J",0,1.470930233,1,2.4765625,0,4.343347639,1.769230769,2.105263158,2.418181818,"Don't Monitor","AAA","M","Ireland","HE Qualification","","35-55",0,60,"N"
"115",1721270,"2014J",0,2.64,0,1.977272727,0,5.111111111,1.833333333,1.526315789,1.285714286,"Don't Monitor","AAA","M","South East Region","Lower Than A Level","50-60%","35-55",0,90,"N"
"116",172797,"2013J",3,4.555555556,1,5.244186047,0,5.356687898,1.16,2.21875,1.470588235,"Don't Monitor","AAA","F","Ireland","A Level or Equivalent","","35-55",0,60,"N"
"117",1729319,"2013J",2,2.46779661,0,5.008196721,0,6.426829268,1.447368421,1.979166667,2.375,"Don't Monitor","AAA","F","Scotland","HE Qualification","40-50%","35-55",0,60,"N"
"118",174024,"2014J",1.5,1,0,2.894736842,0,6.47,1.142857143,1.52173913,1.166666667,"Don't Monitor","AAA","M","North Region","A Level or Equivalent","10-20","35-55",0,60,"N"
"119",174094,"2014J",1,2.741935484,0,4.373873874,1,4.958579882,1.333333333,2.210526316,2.506493506,"Don't Monitor","AAA","F","South East Region","Lower Than A Level","30-40%","35-55",0,60,"Y"
"120",1746134,"2013J",0,2.388888889,1.75,3.098591549,0,4.718309859,1.297297297,2.329268293,1.578947368,"Don't Monitor","AAA","M","East Anglian Region","A Level or Equivalent","60-70%","35-55",0,60,"N"
"121",174745,"2014J",0,3.012658228,1,4.326086957,0,6.903846154,1.1,2.424242424,2,"Don't Monitor","AAA","F","East Midlands Region","A Level or Equivalent","70-80%","35-55",0,60,"N"
"122",174782,"2013J",2.5,3.376271186,0,5.236947791,1.5,5.242320819,1.1875,2.369747899,2.350649351,"Don't Monitor","AAA","M","East Anglian Region","HE Qualification","90-100%","55<=",0,60,"N"
"123",175392,"2013J",2,2.924686192,0,4.573604061,0,5.711956522,1.756097561,1.839622642,1.984126984,"Don't Monitor","AAA","M","North Region","HE Qualification","","35-55",0,60,"N"
"124",175447,"2014J",1,2.734496124,1,3.710843373,0,3.605442177,1,1.478873239,1.258064516,"Don't Monitor","AAA","M","London Region","A Level or Equivalent","50-60%","35-55",0,60,"N"
"125",175772,"2014J",0,5.144366197,1,8.361111111,0,5.744827586,1.090909091,2.230769231,1.157894737," Monitor","AAA","F","East Anglian Region","HE Qualification","90-100%","35-55",0,270,"N"
"126",1757766,"2014J",3.5,1.923076923,0,3.664335664,0,6.749244713,1.208333333,1.86407767,1.796875,"Don't Monitor","AAA","F","North Western Region","A Level or Equivalent","30-40%","35-55",0,60,"N"
"127",1758449,"2013J",1,3.915151515,0,6.028571429,1,6,1.333333333,1.84,1.586206897," Monitor","AAA","M","South Region","Lower Than A Level","30-40%","35-55",0,75,"N"
"128",175932,"2013J",2.6,2.866666667,0,3.729166667,0,7.822368421,1.333333333,2.347826087,1.473684211,"Don't Monitor","AAA","M","North Western Region","HE Qualification","70-80%","35-55",0,60,"N"
"129",175991,"2013J",0,1.857142857,0,2.117647059,0,4.333333333,0,2.3,1," Monitor","AAA","F","North Western Region","A Level or Equivalent","80-90%","0-35",0,180,"N"
"130",1763015,"2013J",1,16.2,0,24.66666667,0,23.33333333,1.333333333,6.833333333,3," Monitor","AAA","F","Scotland","A Level or Equivalent","10-20","35-55",0,60,"N"
"131",1765788,"2013J",1,2.144675926,1,5.446428571,0,7.769709544,1.385964912,1.926470588,1.857142857,"Don't Monitor","AAA","M","South East Region","HE Qualification","70-80%","55<=",0,60,"N"
"132",1773377,"2014J",0,1.571428571,0,2.524590164,0,3.876190476,1.3,1.404255319,2.333333333,"Don't Monitor","AAA","M","London Region","A Level or Equivalent","90-100%","35-55",0,60,"N"
"133",1799111,"2014J",0,2.14,0,2.910891089,0,3.031746032,1,1.52,1.090909091,"Don't Monitor","AAA","M","Scotland","A Level or Equivalent","60-70%","35-55",0,60,"N"
"134",1801229,"2013J",3,4.930555556,0,2.851851852,0,5.202797203,1.2,1.326086957,2,"Don't Monitor","AAA","M","Ireland","HE Qualification","","35-55",0,60,"N"
"135",1801641,"2013J",0,1.692307692,0,2.097560976,0,5.596153846,1.222222222,2.588235294,2.5,"Don't Monitor","AAA","M","Scotland","A Level or Equivalent","30-40%","35-55",0,60,"N"
"136",180753,"2013J",3,2.450479233,0,2.366666667,0,2.952173913,1.090909091,1.283018868,1.2,"Don't Monitor","AAA","M","South West Region","A Level or Equivalent","30-40%","0-35",0,120,"N"
"137",181316,"2013J",1,2.903846154,1,2.789473684,0,5.4,1,1.588235294,1.25," Monitor","AAA","F","South West Region","A Level or Equivalent","80-90%","35-55",0,120,"N"
"138",1818673,"2014J",0,2.04,0,2.961538462,0,4.05,1,1.714285714,1.25," Monitor","AAA","F","Scotland","HE Qualification","20-30%","35-55",0,120,"N"
"139",183057,"2014J",1,2.910447761,1,4.303030303,0,4.016129032,1.263157895,2.3,1.428571429,"Don't Monitor","AAA","M","Wales","Lower Than A Level","90-100%","0-35",0,60,"N"
"140",183096,"2013J",3,2.168,0,3.387931034,0,5.705555556,1.0625,2.408450704,2.447368421,"Don't Monitor","AAA","F","South West Region","A Level or Equivalent","60-70%","0-35",0,60,"N"
"141",1839386,"2014J",0,3,0,3.066666667,0,4.047619048,1,1.444444444,2," Monitor","AAA","F","Yorkshire Region","Lower Than A Level","30-40%","35-55",0,60,"N"
"142",183947,"2013J",0,2.598214286,1,3.320754717,0,3.142857143,1.275862069,1.295454545,2,"Don't Monitor","AAA","M","London Region","A Level or Equivalent","10-20","0-35",0,180,"N"
"143",184271,"2013J",4.5,1.816901408,1,2.619469027,1,3.341666667,1.083333333,1.607142857,1,"Don't Monitor","AAA","M","South West Region","HE Qualification","80-90%","35-55",0,170,"N"
"144",1847830,"2013J",0,3.694444444,0,6.197478992,1,4.425287356,1,2.413793103,1.578947368,"Don't Monitor","AAA","M","South West Region","Lower Than A Level","40-50%","35-55",0,60,"N"
"145",185350,"2014J",0,5.4,0,2.04,0,3.558823529,1,1.434782609,0," Monitor","AAA","M","Yorkshire Region","Lower Than A Level","10-20","35-55",0,60,"N"
